"ride_id","pickup_latitude","pickup_longitude","dropoff_latitude","dropoff_longitude"
"3000070","40.682711   ","-74.02471583","40.75855723 ","-74.09667939"
"3000071","40.80389095 ","-74.01543502","40.80768667 ","-73.86808038"
"3000072","40.85868251 ","-73.84718544","40.81751709 ","-74.09640911"
"3000073","40.81569252 ","-74.09771818","40.8375301  ","-73.82749179"
"3000074","40.78393998 ","-74.07412145","40.87653547 ","-74.00376716"
"3000075","40.88883819 ","-73.94055014","40.85060377 ","-73.94209087"
"3000076","40.90489374 ","-73.93665001","40.77609304 ","-74.05717788"
"3000077","40.90500596 ","-73.97713667","40.71998191 ","-73.88150727"
"3000078","40.68972237 ","-73.94727785","40.85645043 ","-73.91210127"
"3000079","40.81327467 ","-73.99529017","40.72216744 ","-73.96212375"
"3000080","40.86116705 ","-74.08609659","40.81767283 ","-73.85828992"
"3000081","40.72084617 ","-73.98964787","40.71816464 ","-74.0439759"
"3000082","40.78268783 ","-73.88461048","40.72043857 ","-73.95011891"
"3000083","40.65092597 ","-73.89557318","40.65756342 ","-73.91057021"
"3000084","40.89377484 ","-73.90880833","40.65764977 ","-73.99878981"
"3000085","40.79663731 ","-74.0055664","40.85469362 ","-73.92796505"
"3000086","40.79644372 ","-73.95786084","40.74216268 ","-73.8083638"
"3000087","40.74017732 ","-73.83066597","40.758908   ","-74.08541297"
"3000088","40.80953553 ","-73.92883539","40.72043857 ","-73.95011891"
"3000089","40.76686304 ","-73.79299344","40.84290268 ","-73.84392302"
"3000090","40.63304203 ","-73.95844945","40.64402914 ","-74.04282562"
"3000091","40.79093754 ","-73.85374608","40.70350175 ","-73.82721693"
"3000092","40.78464948 ","-73.9143022","40.83843413 ","-74.10418608"
"3000093","40.7729055  ","-73.82248564","40.74127286 ","-73.85635387"
"3000094","40.7729055  ","-73.82248564","40.71197427 ","-73.82946405"
"3000095","40.71536926 ","-73.86084958","40.82871814 ","-73.82004353"
"3000096","40.72671768 ","-73.84405977","40.73843692 ","-73.94784003"
"3000097","40.74587572 ","-74.13062211","40.87101217 ","-73.96890649"
"3000098","40.78666286 ","-73.85479288","40.77194523 ","-73.99370292"
"3000099","40.77470349 ","-73.96649896","40.63977999 ","-74.00662463"
"3000100","40.74743094 ","-73.79288546","40.68512922 ","-73.86684136"
"3000101","40.71634627 ","-73.96224021","40.76918868 ","-73.98128733"
"3000102","40.80281909 ","-73.89655801","40.80126172 ","-74.00089423"
"3000103","40.71281302 ","-73.83533833","40.72837893 ","-73.99993767"
"3000104","40.73099985 ","-73.97694836","40.78052925 ","-74.07744027"
"3000105","40.89506676 ","-73.98751056","40.74229024 ","-73.79530612"
"3000106","40.8543581  ","-73.82956818","40.82523978 ","-74.04043166"
"3000107","40.77996131 ","-74.03267306","40.64402914 ","-74.04282562"
"3000108","40.7361513  ","-74.13157285","40.69887461 ","-73.96166845"
"3000109","40.81530727 ","-74.10861618","40.73213775 ","-73.92091372"
"3000110","40.79161929 ","-73.85504313","40.71619402 ","-73.80163677"
"3000111","40.74216268 ","-73.8083638","40.84254857 ","-73.88293514"
"3000112","40.84290268 ","-73.84392302","40.69661874 ","-74.02292862"
"3000113","40.87439948 ","-74.05542107","40.77036162 ","-73.81905054"
"3000114","40.73247833 ","-74.00120601","40.88350094 ","-73.94753338"
"3000115","40.71828994 ","-73.82568377","40.69514164 ","-74.12264635"
"3000116","40.84867684 ","-73.87507136","40.69471372 ","-73.94894714"
"3000117","40.89309896 ","-73.88757853","40.81751709 ","-74.09640911"
"3000118","40.8660681  ","-73.82523371","40.67516189 ","-73.87771069"
"3000119","40.67476517 ","-73.98491666","40.76930669 ","-73.80597036"
"3000120","40.74302346 ","-73.85056878","40.71197427 ","-73.82946405"
"3000121","40.78515564 ","-73.84654108","40.71846598 ","-74.05931395"
"3000122","40.68113321 ","-74.04683067","40.8379103  ","-74.06012914"
"3000123","40.73895805 ","-74.03229964","40.6971447  ","-73.86840446"
"3000124","40.68788763 ","-74.05141857","40.64553303 ","-73.95749553"
"3000125","40.7578478  ","-74.08534011","40.82298875 ","-74.09502747"
"3000126","40.77982703 ","-73.97627977","40.77096604 ","-74.03150074"
"3000127","40.85591214 ","-73.87362876","40.9124898  ","-74.00720167"
"3000128","40.69499758 ","-73.93038024","40.75086363 ","-74.10101883"
"3000129","40.82673216 ","-73.99502769","40.85060377 ","-73.94209087"
"3000130","40.76499488 ","-73.8481648","40.75539024 ","-73.84933902"
"3000131","40.82758113 ","-74.08422887","40.6922681  ","-73.90079942"
"3000132","40.80635433 ","-73.95721698","40.74644052 ","-73.8151092"
"3000133","40.73147516 ","-73.84795504","40.86312991 ","-73.96910494"
"3000134","40.71747455 ","-74.08395398","40.82758193 ","-74.02063267"
"3000135","40.76419518 ","-74.1556473","40.8394536  ","-74.03770912"
"3000136","40.68770307 ","-73.90882175","40.72216744 ","-73.96212375"
"3000137","40.84847224 ","-74.08331399","40.77912172 ","-73.98886458"
"3000138","40.68972237 ","-73.94727785","40.64896195 ","-73.90845782"
"3000139","40.80811401 ","-73.8465018","40.75485595 ","-74.05608702"
"3000140","40.70987553 ","-73.83639375","40.76098033 ","-73.83669326"
"3000141","40.76098033 ","-73.83669326","40.76810632 ","-73.96508153"
"3000142","40.69006884 ","-73.81880729","40.78660933 ","-73.93171276"
"3000143","40.73380787 ","-73.90605935","40.90696873 ","-73.93412423"
"3000144","40.76633132 ","-73.97368119","40.67205416 ","-73.84086497"
"3000145","40.70894299 ","-74.12782792","40.78515564 ","-73.84654108"
"3000146","40.72645053 ","-73.93025994","40.76556542 ","-73.99026964"
"3000147","40.71038886 ","-73.88724436","40.79460742 ","-73.81512246"
"3000148","40.78214655 ","-74.01519832","40.70987553 ","-73.83639375"
"3000149","40.89481666 ","-73.99430106","40.69762988 ","-73.90170498"
"3000150","40.71072426 ","-74.06201036","40.85987729 ","-74.08964743"
"3000151","40.86502086 ","-73.9826644","40.80953553 ","-73.92883539"
"3000152","40.75485595 ","-74.05608702","40.67070005 ","-74.08670696"
"3000153","40.87653547 ","-74.00376716","40.68182815 ","-74.07163104"
"3000154","40.80797093 ","-73.99157591","40.79042655 ","-74.02360227"
"3000155","40.87935651 ","-73.89867154","40.85089522 ","-74.06140219"
"3000156","40.79673725 ","-74.03542746","40.85643528 ","-74.12676053"
"3000157","40.64379925 ","-74.00984286","40.82568853 ","-73.99340635"
"3000158","40.91718586 ","-73.99760055","40.73147516 ","-73.84795504"
"3000159","40.67944602 ","-74.10497514","40.80389095 ","-74.01543502"
"3000160","40.82568853 ","-73.99340635","40.71647743 ","-73.84109668"
"3000161","40.71264941 ","-73.95168508","40.87378968 ","-74.00163135"
"3000162","40.89135769 ","-73.97539336","40.77027321 ","-74.13926661"
"3000163","40.79161929 ","-73.85504313","40.81327467 ","-73.99529017"
"3000164","40.83024469 ","-74.01535693","40.77339537 ","-74.13967292"
"3000165","40.88295358 ","-73.9840653","40.80811401 ","-73.8465018"
"3000166","40.80418697 ","-74.05560959","40.88031361 ","-73.97978183"
"3000167","40.63977999 ","-74.00662463","40.91887648 ","-73.98865651"
"3000168","40.84534909 ","-73.81182214","40.7011538  ","-73.83083167"
"3000169","40.81854495 ","-73.82112669","40.80945209 ","-73.82400009"
"3000170","40.83027104 ","-74.03018835","40.72262277 ","-73.87869592"
"3000171","40.84042593 ","-73.82782708","40.72849189 ","-73.85826463"
"3000172","40.89671363 ","-73.91108629","40.83468177 ","-74.13374771"
"3000173","40.8379103  ","-74.06012914","40.72006496 ","-74.0570182"
"3000174","40.69629013 ","-73.96562758","40.63843839 ","-73.99192525"
"3000175","40.78800829 ","-74.04803492","40.84918062 ","-74.09782067"
"3000176","40.7613676  ","-73.91517551","40.82268833 ","-74.06726223"
"3000177","40.8851478  ","-74.09647736","40.85868251 ","-73.84718544"
"3000178","40.68958961 ","-73.90909615","40.79496076 ","-74.09065162"
"3000179","40.86236914 ","-74.00213199","40.71277493 ","-74.03472062"
"3000180","40.72241292 ","-73.82063317","40.72412083 ","-73.81825831"
"3000181","40.81093658 ","-73.98133612","40.80768667 ","-73.86808038"
"3000182","40.76810632 ","-73.96508153","40.75165461 ","-73.98661024"
"3000183","40.69027098 ","-74.02083164","40.79663731 ","-74.0055664"
"3000184","40.88671032 ","-73.96610739","40.75815878 ","-73.93471144"
"3000185","40.87390379 ","-73.92256852","40.78096702 ","-74.14601826"
"3000186","40.88315444 ","-73.93713517","40.69220007 ","-74.05340237"
"3000187","40.71816464 ","-74.0439759","40.74541835 ","-73.83701795"
"3000188","40.89476862 ","-74.04622874","40.64815954 ","-73.96748233"
"3000189","40.73414587 ","-74.14354784","40.80945209 ","-73.82400009"
"3000190","40.7578478  ","-74.08534011","40.67177453 ","-74.01058269"
"3000191","40.77322593 ","-74.03993065","40.64379925 ","-74.00984286"
"3000192","40.91782471 ","-73.94358155","40.78666286 ","-73.85479288"
"3000193","40.76810632 ","-73.96508153","40.75548354 ","-73.9505886"
"3000194","40.76918868 ","-73.98128733","40.68400922 ","-73.84725983"
"3000195","40.68617664 ","-74.06266931","40.80758612 ","-73.98286363"
"3000196","40.76120163 ","-73.90928485","40.64791545 ","-73.94366727"
"3000197","40.7361513  ","-74.13157285","40.89602059 ","-73.88943725"
"3000198","40.84255433 ","-73.97382819","40.74743094 ","-73.79288546"
"3000199","40.66773568 ","-73.87084779","40.73396733 ","-73.79521329"
"3000200","40.65689296 ","-74.05708101","40.68840001 ","-73.945782"
"3000201","40.80126172 ","-74.00089423","40.63749827 ","-74.01053125"
"3000202","40.73551035 ","-73.98371501","40.77036162 ","-73.81905054"
"3000203","40.6680875  ","-73.94408893","40.81916471 ","-74.09348006"
"3000204","40.74462651 ","-73.87259336","40.76841849 ","-73.96876889"
"3000205","40.76391365 ","-74.03690863","40.78210689 ","-74.00201377"
"3000206","40.78986014 ","-74.04341835","40.6978979  ","-74.0703485"
"3000207","40.7555389  ","-73.93532041","40.83169516 ","-74.13105331"
"3000208","40.66653794 ","-73.85185213","40.91616155 ","-73.95129021"
"3000209","40.89943592 ","-74.02744664","40.80648648 ","-74.08436908"
"3000210","40.86087954 ","-74.0176404","40.86706776 ","-73.90807242"
"3000211","40.71998191 ","-73.88150727","40.7806446  ","-74.10968735"
"3000212","40.80595434 ","-74.02638004","40.84590308 ","-73.94942778"
"3000213","40.79211802 ","-73.99411276","40.68692146 ","-73.94315887"
"3000214","40.67756564 ","-73.88170806","40.83996553 ","-74.07949464"
"3000215","40.88671032 ","-73.96610739","40.71778135 ","-73.82270181"
"3000216","40.69432512 ","-74.01508781","40.69471372 ","-73.94894714"
"3000217","40.71649783 ","-74.0478552","40.84034133 ","-74.07195269"
"3000218","40.76274424 ","-74.11298684","40.68702133 ","-73.9345388"
"3000219","40.85509    ","-73.90435855","40.64402914 ","-74.04282562"
"3000220","40.72360685 ","-73.79963661","40.91199413 ","-73.95051259"
"3000221","40.84843563 ","-73.92449802","40.77912172 ","-73.98886458"
"3000222","40.73247833 ","-74.00120601","40.81846302 ","-74.00777341"
"3000223","40.81894704 ","-73.95887332","40.79093754 ","-73.85374608"
"3000224","40.70987553 ","-73.83639375","40.84254857 ","-73.88293514"
"3000225","40.80982049 ","-73.80320195","40.71281302 ","-73.83533833"
"3000226","40.84125511 ","-73.85312982","40.71044364 ","-73.97840289"
"3000227","40.70987553 ","-73.83639375","40.64215685 ","-73.9799609"
"3000228","40.63304203 ","-73.95844945","40.69907834 ","-73.84614026"
"3000229","40.72241292 ","-73.82063317","40.73895805 ","-74.03229964"
"3000230","40.76102325 ","-74.0455857","40.77192655 ","-74.01522041"
"3000231","40.73082145 ","-73.99259692","40.66869523 ","-74.06586057"
"3000232","40.758908   ","-74.08541297","40.84226854 ","-73.83490599"
"3000233","40.7337848  ","-74.01346641","40.80039456 ","-74.0317023"
"3000234","40.7806446  ","-74.10968735","40.73172292 ","-73.88801019"
"3000235","40.79294709 ","-73.94239338","40.76648052 ","-73.96148829"
"3000236","40.84589162 ","-73.88301712","40.63555894 ","-73.97423188"
"3000237","40.77322593 ","-74.03993065","40.67516189 ","-73.87771069"
"3000238","40.88520472 ","-74.04706403","40.80043808 ","-74.12076039"
"3000239","40.76491904 ","-74.10772947","40.82947452 ","-74.03185274"
"3000240","40.79834278 ","-73.96526251","40.72070249 ","-73.93285619"
"3000241","40.6827394  ","-74.07112154","40.89779659 ","-74.03830796"
"3000242","40.78096702 ","-74.14601826","40.65192933 ","-74.04007881"
"3000243","40.76120163 ","-73.90928485","40.72292165 ","-74.00097191"
"3000244","40.83142658 ","-73.91271123","40.74436002 ","-73.97137112"
"3000245","40.82744633 ","-74.05034313","40.85817514 ","-73.98590991"
"3000246","40.7820038  ","-74.1057497","40.89038197 ","-73.99165547"
"3000247","40.76633132 ","-73.97368119","40.67854661 ","-74.00609747"
"3000248","40.83262785 ","-73.93883527","40.72084617 ","-73.98964787"
"3000249","40.79505067 ","-74.05027473","40.87798267 ","-74.09124699"
"3000250","40.76556542 ","-73.99026964","40.81597174 ","-73.91021843"
"3000251","40.73414587 ","-74.14354784","40.68865943 ","-74.07157309"
"3000252","40.72519199 ","-74.03193401","40.68200476 ","-73.89953518"
"3000253","40.78800829 ","-74.04803492","40.89412142 ","-73.93941019"
"3000254","40.69156961 ","-73.84258858","40.88372177 ","-74.06867636"
"3000255","40.72238381 ","-74.04419251","40.68958961 ","-73.90909615"
"3000256","40.82568853 ","-73.99340635","40.70015119 ","-74.05966307"
"3000257","40.80648648 ","-74.08436908","40.74127286 ","-73.85635387"
"3000258","40.8039496  ","-73.99842956","40.84034112 ","-73.81541934"
"3000259","40.81846302 ","-74.00777341","40.85322598 ","-73.80990867"
"3000260","40.72241292 ","-73.82063317","40.86172329 ","-74.07034162"
"3000261","40.73213775 ","-73.92091372","40.79663731 ","-74.0055664"
"3000262","40.91782471 ","-73.94358155","40.71747455 ","-74.08395398"
"3000263","40.79294709 ","-73.94239338","40.77194523 ","-73.99370292"
"3000264","40.89481666 ","-73.99430106","40.72845804 ","-73.89181565"
"3000265","40.79158278 ","-74.06756975","40.70245125 ","-74.09897521"
"3000266","40.84464658 ","-73.91018239","40.88671032 ","-73.96610739"
"3000267","40.86172329 ","-74.07034162","40.67516189 ","-73.87771069"
"3000268","40.73065772 ","-73.89314871","40.70542842 ","-73.93542223"
"3000269","40.63843839 ","-73.99192525","40.83334549 ","-73.81612714"
"3000270","40.88753441 ","-73.85789764","40.88852692 ","-74.02677459"
"3000271","40.78640825 ","-73.89268585","40.66428901 ","-73.89469018"
"3000272","40.75674592 ","-73.85331476","40.74743094 ","-73.79288546"
"3000273","40.67255496 ","-74.02787869","40.733863   ","-73.95971279"
"3000274","40.83996553 ","-74.07949464","40.82633372 ","-73.8890424"
"3000275","40.85591214 ","-73.87362876","40.85935029 ","-73.82678443"
"3000276","40.80758612 ","-73.98286363","40.66724247 ","-73.92951331"
"3000277","40.72895925 ","-74.00680172","40.70218139 ","-74.04879926"
"3000278","40.81988682 ","-73.90894807","40.8081517  ","-73.97317537"
"3000279","40.88923299 ","-74.09025005","40.70614931 ","-73.81532141"
"3000280","40.9082968  ","-73.93379902","40.72734328 ","-74.04700216"
"3000281","40.7361513  ","-74.13157285","40.68400922 ","-73.84725983"
"3000282","40.89731257 ","-74.03573662","40.87715515 ","-73.90777075"
"3000283","40.76828271 ","-74.02291686","40.6971447  ","-73.86840446"
"3000284","40.76810632 ","-73.96508153","40.78210689 ","-74.00201377"
"3000285","40.77470349 ","-73.96649896","40.75418523 ","-74.11536484"
"3000286","40.76422659 ","-74.02685982","40.64402914 ","-74.04282562"
"3000287","40.82145101 ","-73.81693547","40.64815954 ","-73.96748233"
"3000289","40.84560928 ","-74.01661977","40.88040644 ","-73.98641749"
"3000290","40.76556542 ","-73.99026964","40.81597652 ","-73.97435059"
"3000350","40.68549496 ","-74.08042873","40.77509868 ","-73.96935056"
"3000291","40.7439018  ","-73.97931372","40.90498529 ","-73.93221038"
"3000292","40.85471467 ","-73.83841766","40.75365248 ","-73.96704638"
"3000293","40.70869582 ","-74.00103968","40.83490124 ","-74.01156022"
"3000294","40.86612712 ","-73.92398677","40.72360685 ","-73.79963661"
"3000295","40.90513369 ","-73.90651244","40.82724292 ","-73.83508021"
"3000296","40.88158098 ","-73.96730775","40.86605889 ","-73.95053218"
"3000297","40.85734988 ","-74.1231303","40.80768667 ","-73.86808038"
"3000298","40.73147516 ","-73.84795504","40.65764977 ","-73.99878981"
"3000299","40.66315154 ","-73.91180699","40.89270887 ","-73.9096074"
"3000300","40.78052925 ","-74.07744027","40.67866757 ","-73.87779587"
"3000301","40.88754575 ","-74.05897022","40.86605889 ","-73.95053218"
"3000302","40.86528498 ","-74.05619727","40.91782471 ","-73.94358155"
"3000303","40.68159627 ","-73.92899917","40.89377484 ","-73.90880833"
"3000304","40.83169516 ","-74.13105331","40.81530727 ","-74.10861618"
"3000305","40.8343204  ","-74.03410871","40.75365248 ","-73.96704638"
"3000306","40.8429722  ","-73.93596511","40.63843839 ","-73.99192525"
"3000307","40.7220382  ","-73.93348868","40.6628412  ","-73.86488387"
"3000308","40.90248435 ","-73.91152378","40.82235615 ","-73.86205834"
"3000309","40.8880407  ","-73.98851136","40.6594161  ","-73.8637702"
"3000310","40.78909161 ","-74.05404491","40.76027096 ","-73.81687892"
"3000311","40.81945683 ","-73.89871808","40.682711   ","-74.02471583"
"3000312","40.74127286 ","-73.85635387","40.83425021 ","-74.02755348"
"3000313","40.758908   ","-74.08541297","40.77609304 ","-74.05717788"
"3000314","40.77811321 ","-74.0563458","40.74424868 ","-73.915743"
"3000315","40.77027321 ","-74.13926661","40.66977825 ","-73.94878079"
"3000316","40.895828   ","-74.06350548","40.85682106 ","-73.8213018"
"3000317","40.81463943 ","-74.07488469","40.70218139 ","-74.04879926"
"3000318","40.86605889 ","-73.95053218","40.8888463  ","-74.00463184"
"3000319","40.74520076 ","-73.85257149","40.89943592 ","-74.02744664"
"3000320","40.79223497 ","-73.81084623","40.74507021 ","-74.07372308"
"3000321","40.89041133 ","-74.00307671","40.85469362 ","-73.92796505"
"3000322","40.82989245 ","-73.82514695","40.90500596 ","-73.97713667"
"3000323","40.86800103 ","-73.91821949","40.8429722  ","-73.93596511"
"3000324","40.68159627 ","-73.92899917","40.83564201 ","-73.95033102"
"3000325","40.6674396  ","-73.91309168","40.87378968 ","-74.00163135"
"3000326","40.758908   ","-74.08541297","40.8375301  ","-73.82749179"
"3000327","40.69297006 ","-73.84934402","40.86312991 ","-73.96910494"
"3000328","40.70015119 ","-74.05966307","40.69471372 ","-73.94894714"
"3000329","40.68770307 ","-73.90882175","40.84743376 ","-73.85262525"
"3000330","40.83540547 ","-73.84473541","40.77361658 ","-74.09504789"
"3000331","40.71044364 ","-73.97840289","40.89602059 ","-73.88943725"
"3000332","40.8219556  ","-73.92284677","40.7279891  ","-74.11549739"
"3000333","40.69146168 ","-73.92250751","40.82580092 ","-73.98139527"
"3000334","40.65018643 ","-74.03061741","40.65652389 ","-74.03193571"
"3000335","40.76027096 ","-73.81687892","40.72310777 ","-73.96984827"
"3000336","40.83262785 ","-73.93883527","40.65652389 ","-74.03193571"
"3000337","40.9136 ","-73.92377843","40.85089522 ","-74.06140219"
"3000338","40.77103753 ","-73.86478068","40.84843563 ","-73.92449802"
"3000339","40.76639545 ","-73.877075","40.79958504 ","-74.11063597"
"3000340","40.88158098 ","-73.96730775","40.84042593 ","-73.82782708"
"3000341","40.71900858 ","-73.86120938","40.83027104 ","-74.03018835"
"3000342","40.76499488 ","-73.8481648","40.76762535 ","-73.80692261"
"3000343","40.81988682 ","-73.90894807","40.70596443 ","-73.92273641"
"3000344","40.8895635  ","-73.90874524","40.82173597 ","-74.10065525"
"3000345","40.78033456 ","-73.92320468","40.77339537 ","-74.13967292"
"3000346","40.77841211 ","-73.9944655","40.81731298 ","-74.14547944"
"3000347","40.79093754 ","-73.85374608","40.83458887 ","-73.97641551"
"3000348","40.80933122 ","-73.97588284","40.828483   ","-74.11017386"
"3000349","40.78098764 ","-74.10912078","40.70792005 ","-74.09266126"
"3000351","40.84034112 ","-73.81541934","40.67070005 ","-74.08670696"
"3000352","40.79505067 ","-74.05027473","40.84455588 ","-74.07407501"
"3000353","40.89380457 ","-74.02746212","40.74424868 ","-73.915743"
"3000354","40.68692878 ","-73.84336064","40.82301009 ","-74.14639227"
"3000355","40.82947452 ","-74.03185274","40.77452317 ","-74.06709398"
"3000356","40.77452317 ","-74.06709398","40.8733263  ","-73.87287963"
"3000357","40.67623882 ","-74.06528007","40.63843839 ","-73.99192525"
"3000358","40.72412083 ","-73.81825831","40.88657397 ","-74.09431003"
"3000359","40.80758612 ","-73.98286363","40.67315501 ","-73.88970572"
"3000360","40.77339537 ","-74.13967292","40.7439018  ","-73.97931372"
"3000361","40.66913955 ","-74.03751297","40.72310777 ","-73.96984827"
"3000362","40.82487847 ","-73.92013043","40.83680073 ","-74.02384225"
"3000363","40.80811401 ","-73.8465018","40.79663731 ","-74.0055664"
"3000364","40.90753381 ","-73.96468198","40.71281302 ","-73.83533833"
"3000365","40.75086363 ","-74.10101883","40.7413227  ","-74.00697269"
"3000366","40.69081559 ","-74.10549137","40.88507291 ","-73.9201644"
"3000367","40.78419154 ","-73.95489138","40.75640796 ","-73.87127226"
"3000368","40.70447915 ","-73.90643899","40.80797093 ","-73.99157591"
"3000369","40.85682106 ","-73.8213018","40.72241292 ","-73.82063317"
"3000370","40.71038886 ","-73.88724436","40.78093701 ","-74.03246147"
"3000371","40.80822048 ","-74.01566218","40.76180921 ","-74.14212711"
"3000372","40.74828107 ","-73.93413101","40.76810632 ","-73.96508153"
"3000373","40.71626967 ","-74.09986949","40.74462651 ","-73.87259336"
"3000374","40.91641978 ","-73.96732265","40.82356701 ","-73.85050356"
"3000375","40.84560928 ","-74.01661977","40.73099985 ","-73.97694836"
"3000376","40.87439948 ","-74.05542107","40.84743376 ","-73.85262525"
"3000377","40.78803077 ","-73.93114605","40.77452317 ","-74.06709398"
"3000378","40.70015119 ","-74.05966307","40.6922681  ","-73.90079942"
"3000379","40.70855819 ","-74.11612972","40.72555445 ","-73.91078173"
"3000380","40.78660933 ","-73.93171276","40.66225432 ","-74.00453576"
"3000381","40.86808342 ","-73.91079539","40.75674592 ","-73.85331476"
"3000382","40.83224483 ","-73.97081669","40.68692878 ","-73.84336064"
"3000383","40.80418697 ","-74.05560959","40.78786348 ","-74.06419292"
"3000384","40.68400922 ","-73.84725983","40.63263192 ","-73.9700936"
"3000385","40.8898401  ","-73.87251909","40.81055707 ","-73.92230757"
"3000386","40.69515837 ","-74.04065338","40.8774312  ","-73.9601763"
"3000387","40.79161929 ","-73.85504313","40.91577365 ","-73.99811427"
"3000388","40.74129857 ","-73.99772023","40.85127713 ","-73.95538263"
"3000389","40.742714   ","-73.95961952","40.72101294 ","-74.13890214"
"3000390","40.88753441 ","-73.85789764","40.81988682 ","-73.90894807"
"3000391","40.88821669 ","-73.9067905","40.88753441 ","-73.85789764"
"3000392","40.85322598 ","-73.80990867","40.66631594 ","-73.8553082"
"3016303","40.85399587 ","-73.884845","40.86364894 ","-74.0288045"
"3000393","40.76422659 ","-74.02685982","40.72101294 ","-74.13890214"
"3000394","40.75054031 ","-73.99786768","40.828483   ","-74.11017386"
"3000395","40.69027098 ","-74.02083164","40.65602605 ","-73.91462066"
"3000396","40.72004983 ","-74.13416232","40.78800829 ","-74.04803492"
"3000397","40.81945683 ","-73.89871808","40.88730082 ","-73.92385006"
"3000398","40.70596443 ","-73.92273641","40.81296293 ","-73.88209569"
"3000399","40.85399587 ","-73.884845","40.84837843 ","-74.12979768"
"3000400","40.75495351 ","-73.82863947","40.68087554 ","-74.01044486"
"3000401","40.9124898  ","-74.00720167","40.78882972 ","-73.99804304"
"3000402","40.75210618 ","-73.87030661","40.76098033 ","-73.83669326"
"3000403","40.84057442 ","-74.03241338","40.6978979  ","-74.0703485"
"3000404","40.82487847 ","-73.92013043","40.67866757 ","-73.87779587"
"3000405","40.81894704 ","-73.95887332","40.75683061 ","-74.10574409"
"3000406","40.85331675 ","-74.13303727","40.8039496  ","-73.99842956"
"3000407","40.77370512 ","-74.02104165","40.8379103  ","-74.06012914"
"3000408","40.90343728 ","-73.90469513","40.74692615 ","-73.95339568"
